,assign_date,cve_id,cwe_id,cve_publish_date,cvss2_accesscomplexity,cvss2_accessvector,cvss2_authentication,cvss2_availabilityimpact,cvss2_basescore,cvss2_confidentialityimpact,cvss2_exploitabilityscore,cvss2_impactscore,cvss2_integrityimpact,cvss2_obtainallprivilege,cvss2_obtainotherprivilege,cvss2_obtainuserprivilege,cvss2_severity,cvss2_userinteractionrequired,num_of_affected_cpe,num_of_reference,nvd_poc_link,train_label,assign_to_publish,dw_users,dw_post,reference_tag,reference_source,cpe_products,cpe_vendors,cve_description,symantec,word,air,office,sd,acrobat,dc,prior,protection,reader,19,gold,oracle,http,r2,affected,16,used,attacks,15,bypass,discovered,13,sp1,free,cross,php,sp2,plugin,authenticated,gain,scripting,component,id,obtain,sensitive,execution,read,related,wordpress,202,earlier,data,versions,security,privileges,flash,explorer,18,crash,player,use,2015,internet,overflow,xss,12,kernel,buffer,attacker,access,android,user,information,issue,function,adobe,application,linux,file,os,server,local,site,users,10,windows,corruption,2016,microsoft,allow,different,web,cve,memory,vectors,aka,unspecified,11,execute,denial,service,cause,crafted,code,arbitrary,vulnerability,remote,attackers,allows
0,2014-12-01,CVE-2015-0306,NVD-CWE-noinfo,2015-01-13,LOW,NETWORK,NONE,COMPLETE,10.0,COMPLETE,10.0,10.0,COMPLETE,f,f,f,HIGH,f,25,10,f,f,43,0,0,linux_kernel adobe_air_sdk_and_compiler mac_os_x flash_player windows adobe_air_sdk adobe_air,linux adobe microsoft apple,SECUNIA XF BID SECTRACK CONFIRM GENTOO, Patch Vendor Advisory,"Adobe Flash Player before 13.0.260 and 14.x through 16.x before 16.0.257 on Windows and OS X and before 11.2.202.429 on Linux, Adobe AIR before 16.0.245 on Windows and OS X and before 16.0.272 on Android, Adobe AIR SDK before 16.0.272, and Adobe AIR SDK & Compiler before 16.0.272 allow attackers to execute arbitrary code or cause a denial of service (memory corruption) via unspecified vectors, a different vulnerability than CVE-2015-0303.",0.0,0.07249632730358774,0.0,0.11209181563455102,0.0,0.6911344182329662,0.0,0.0,0.10151267009088562,0.0,0.1061606293372277,0.0,0.0,0.3745737527141733,0.0,0.4161166156992233,0.0,0.08034945579035824,0.0,0.09774252668611269,0.0,0.057786417412243926,0.0,0.04816422193843615,0.0,0.0,0.0,0.0,0.06187211529338746,0.0606009105822382,0.0,0.08219548146099463,0.0,0.0,0.0,0.07828262097750338,0.0,0.0,0.0635954108857258,0.079994304751751,0.0,0.0,0.06399308133706602,0.0,0.0,0.0,0.1044314685365541,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.09307684788843369,0.0,0.07615073052459988,0.0,0.0,0.0,0.0,0.1788007002520506,0.0,0.0,0.10280212408951607,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.06237184754778111,0.0,0.0,0.0,0.0,0.07436064367556323,0.0,0.0,0.0,0.0,0.07594613444606063,0.0,0.05182028787371578,0.0,0.16464589911382752,0.0,0.0,0.0
1,2014-12-01,CVE-2015-0305,NVD-CWE-noinfo,2015-01-13,MEDIUM,NETWORK,NONE,COMPLETE,9.3,COMPLETE,8.6,10.0,COMPLETE,f,f,f,HIGH,f,25,10,f,f,43,0,0,linux_kernel adobe_air_sdk_and_compiler mac_os_x flash_player windows adobe_air_sdk adobe_air,linux adobe microsoft apple,SECUNIA XF BID SECTRACK CONFIRM GENTOO,na,"Adobe Flash Player before 13.0.260 and 14.x through 16.x before 16.0.257 on Windows and OS X and before 11.2.202.429 on Linux, Adobe AIR before 16.0.245 on Windows and OS X and before 16.0.272 on Android, Adobe AIR SDK before 16.0.272, and Adobe AIR SDK & Compiler before 16.0.272 allow attackers to execute arbitrary code by leveraging an unspecified ""type confusion.""",0.0,0.0745999811590388,0.0,0.11534442702735552,0.0,0.7111893318765538,0.0,0.0,0.0,0.0,0.1092411332125091,0.0,0.0,0.38544290358506095,0.0,0.4281912318279441,0.0,0.08268098690018891,0.0,0.10057875923405578,0.0,0.05946322814601962,0.0,0.04956182171961262,0.0,0.0,0.0,0.0,0.0,0.062359390548489706,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.06584999322879782,0.0,0.0,0.0,0.10746179668679776,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.09577769463745302,0.0,0.0,0.0,0.0,0.0,0.0,0.1839890290465213,0.0,0.0,0.10578517292430535,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.07651839511732737,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.16942349259114384,0.0,0.0,0.0
2,2014-12-01,CVE-2015-0302,NVD-CWE-noinfo,2015-01-13,LOW,NETWORK,NONE,NONE,5.0,PARTIAL,10.0,2.9,NONE,f,f,f,MEDIUM,f,25,10,f,f,43,0,0,linux_kernel adobe_air_sdk_and_compiler mac_os_x flash_player windows adobe_air_sdk adobe_air,linux adobe microsoft apple,SECUNIA XF BID SECTRACK CONFIRM GENTOO, Vendor Advisory,"Adobe Flash Player before 13.0.260 and 14.x through 16.x before 16.0.257 on Windows and OS X and before 11.2.202.429 on Linux, Adobe AIR before 16.0.245 on Windows and OS X and before 16.0.272 on Android, Adobe AIR SDK before 16.0.272, and Adobe AIR SDK & Compiler before 16.0.272 allow attackers to obtain sensitive keystroke information via unspecified vectors.",0.0,0.07355004174567045,0.0,0.11372103975343344,0.0,0.7011798694302777,0.0,0.0,0.0,0.0,0.1077036452729838,0.0,0.0,0.3800180805517369,0.0,0.4221647577756724,0.0,0.08151731332368181,0.0,0.0991631877844814,0.0,0.0,0.0,0.048864275832693156,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.10594935158936122,0.0,0.0,0.0,0.0,0.0,0.0,0.09639241495631468,0.0,0.0,0.0,0.09442969461172866,0.0,0.0,0.0,0.1098960983374772,0.0,0.0,0.18139951990426717,0.0,0.0,0.10429632506298443,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.1098960983374772,0.0,0.0,0.0,0.0,0.0,0.0,0.07544145545014301,0.0,0.0,0.0,0.0,0.0770499908986924,0.0,0.0,0.0,0.16703898257306846,0.0,0.0,0.0
3,2014-12-01,CVE-2015-0303,NVD-CWE-noinfo,2015-01-13,LOW,NETWORK,NONE,COMPLETE,10.0,COMPLETE,10.0,10.0,COMPLETE,f,f,f,HIGH,f,25,10,f,f,43,0,0,linux_kernel adobe_air_sdk_and_compiler mac_os_x flash_player windows adobe_air_sdk adobe_air,linux adobe microsoft apple,SECUNIA XF BID SECTRACK CONFIRM GENTOO, Patch Vendor Advisory,"Adobe Flash Player before 13.0.260 and 14.x through 16.x before 16.0.257 on Windows and OS X and before 11.2.202.429 on Linux, Adobe AIR before 16.0.245 on Windows and OS X and before 16.0.272 on Android, Adobe AIR SDK before 16.0.272, and Adobe AIR SDK & Compiler before 16.0.272 allow attackers to execute arbitrary code or cause a denial of service (memory corruption) via unspecified vectors, a different vulnerability than CVE-2015-0306.",0.0,0.07249632730358774,0.0,0.11209181563455102,0.0,0.6911344182329662,0.0,0.0,0.10151267009088562,0.0,0.1061606293372277,0.0,0.0,0.3745737527141733,0.0,0.4161166156992233,0.0,0.08034945579035824,0.0,0.09774252668611269,0.0,0.057786417412243926,0.0,0.04816422193843615,0.0,0.0,0.0,0.0,0.06187211529338746,0.0606009105822382,0.0,0.08219548146099463,0.0,0.0,0.0,0.07828262097750338,0.0,0.0,0.0635954108857258,0.079994304751751,0.0,0.0,0.06399308133706602,0.0,0.0,0.0,0.1044314685365541,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.09307684788843369,0.0,0.07615073052459988,0.0,0.0,0.0,0.0,0.1788007002520506,0.0,0.0,0.10280212408951607,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.06237184754778111,0.0,0.0,0.0,0.0,0.07436064367556323,0.0,0.0,0.0,0.0,0.07594613444606063,0.0,0.05182028787371578,0.0,0.16464589911382752,0.0,0.0,0.0
4,2014-12-01,CVE-2015-0310,CWE-264,2015-01-23,LOW,NETWORK,NONE,COMPLETE,10.0,COMPLETE,10.0,10.0,COMPLETE,f,f,f,HIGH,f,17,8,f,t,53,34,22,flash_player linux_kernel windows mac_os_x,linux adobe microsoft apple,SECUNIA BID SECTRACK CONFIRM GENTOO, Patch Vendor Advisory,"Adobe Flash Player before 13.0.262 and 14.x through 16.x before 16.0.287 on Windows and OS X and before 11.2.202.438 on Linux does not properly restrict discovery of memory addresses, which allows attackers to bypass the ASLR protection mechanism on Windows, and have an unspecified impact on other platforms, via unknown vectors, as exploited in the wild in January 2015.",0.0,0.1554884492237985,0.0,0.24041193853462606,0.0,0.4941097151318169,0.0,0.0,0.21772203139203367,0.0,0.22769086708549893,0.0,0.0,0.20084428444757604,0.0,0.0,0.0,0.0,0.09753734528720469,0.0,0.0,0.0,0.0,0.10330151134301216,0.0,0.0,0.0,0.24364235355906297,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.2239822029178727,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.19962907467307964,0.0,0.16332632889036625,0.0,0.0,0.0,0.0,0.19174380714417746,0.0,0.0,0.22048762256126456,0.0,0.0,0.0,0.2756921397691603,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.15948699194068813,0.0,0.0,0.0,0.0,0.16288751594421355,0.0,0.0,0.0,0.35312872357052616,0.0,0.0,0.0
5,2014-12-01,CVE-2015-0311,NVD-CWE-noinfo,2015-01-23,LOW,NETWORK,NONE,COMPLETE,10.0,COMPLETE,10.0,10.0,COMPLETE,f,f,f,HIGH,f,18,14,f,t,53,102,65,flash_player linux_kernel windows mac_os_x,linux adobe microsoft apple,SECUNIA BID SECTRACK CONFIRM SUSE MISC GENTOO, Patch Vendor Advisory,"Unspecified vulnerability in Adobe Flash Player through 13.0.262 and 14.x, 15.x, and 16.x through 16.0.287 on Windows and OS X and through 11.2.202.438 on Linux allows remote attackers to execute arbitrary code via unknown vectors, as exploited in the wild in January 2015.",0.0,0.16589046016652123,0.0,0.2564952400781314,0.2599417664124532,0.5271651265746888,0.0,0.0,0.23228740241681023,0.0,0.24292314255550781,0.0,0.0,0.21428055225419612,0.0,0.0,0.0,0.0,0.10406248936103432,0.0,0.0,0.13223035886698514,0.0,0.11021227196062686,0.0,0.0,0.0,0.0,0.0,0.13867065156140934,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.14643282087966053,0.0,0.0,0.0,0.23896637272185228,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.21298404624557352,0.0,0.0,0.0,0.0,0.0,0.0,0.20457126275306506,0.0,0.0,0.23523800867718805,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.11333830903135095,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.17015650111433195,0.0,0.0,0.0,0.0,0.17378451653649488,0.0,0.11857830211637332,0.0,0.1883763287355647,0.0,0.0,0.0
6,2014-12-01,CVE-2015-0312,CWE-415,2015-01-28,MEDIUM,NETWORK,NONE,COMPLETE,9.3,COMPLETE,8.6,10.0,COMPLETE,f,f,f,HIGH,t,17,8,f,t,58,2,2,linux_kernel internet_explorer windows_8 mac_os flash_player flash_player_desktop_runtime windows windows_8.1,linux adobe microsoft apple,SECUNIA XF BID SECTRACK CONFIRM,Third Party Advisory Third Party Advisory VDB Entry Patch Vendor Advisory,Double free vulnerability in Adobe Flash Player before 13.0.264 and 14.x through 16.x before 16.0.296 on Windows and OS X and before 11.2.202.440 on Linux allows attackers to execute arbitrary code via unspecified vectors.,0.0,0.1719288968319975,0.0,0.26583170379432824,0.0,0.5463540131801855,0.0,0.0,0.0,0.0,0.2517655799652747,0.0,0.0,0.2220803952477679,0.0,0.0,0.0,0.0,0.10785037897582977,0.0,0.0,0.137043562992587,0.0,0.11422401454862408,0.0,0.0,0.0,0.0,0.0,0.14371828326954592,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.15176299667000598,0.0,0.0,0.0,0.2476647831392508,0.2649677078863784,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.2207366962335221,0.0,0.0,0.0,0.0,0.0,0.0,0.2120176862090667,0.0,0.0,0.2438007061058653,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.1763502222853176,0.0,0.0,0.0,0.0,0.18011029799187608,0.0,0.12289456940811921,0.0,0.19523325425860455,0.0,0.0,0.0
7,2014-12-01,CVE-2015-0313,NVD-CWE-noinfo,2015-02-02,LOW,NETWORK,NONE,COMPLETE,10.0,COMPLETE,10.0,10.0,COMPLETE,f,f,f,HIGH,f,19,16,f,t,63,44,30,flash_player linux_kernel windows mac_os_x,linux adobe microsoft apple,SECUNIA XF BID SECTRACK CONFIRM SUSE MISC OSVDB EXPLOIT-DB, Vendor Advisory,"Use-after-free vulnerability in Adobe Flash Player before 13.0.269 and 14.x through 16.x before 16.0.305 on Windows and OS X and before 11.2.202.442 on Linux allows remote attackers to execute arbitrary code via unspecified vectors, as exploited in the wild in February 2015, a different vulnerability than CVE-2015-0315, CVE-2015-0320, and CVE-2015-0322.",0.0,0.11116397135523362,0.0,0.17187865711010578,0.0,0.3532558109200627,0.0,0.0,0.6226274885855098,0.0,0.16278393123665352,0.0,0.0,0.14359039783757455,0.0,0.0,0.0,0.0,0.06973275964677135,0.0,0.0,0.08860818042596695,0.0,0.07385375765989269,0.0,0.0,0.0,0.0,0.0,0.09292385060907236,0.0,0.0,0.0,0.0,0.0,0.360109568013598,0.0,0.0,0.0,0.12266117378287383,0.0,0.0,0.09812531648530413,0.0,0.0,0.0,0.16013248130995963,0.1713200237556661,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.1427216031120687,0.0,0.0,0.0,0.0,0.0,0.0,0.13708415764208665,0.0,0.0,0.15763408716814523,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0759485296861837,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.11402266529849382,0.15763408716814523,0.0,0.0,0.0,0.11645381536017203,0.0,0.15891974700154554,0.0,0.12623185679600923,0.0,0.0,0.0
8,2014-12-01,CVE-2015-0321,NVD-CWE-noinfo,2015-02-06,LOW,NETWORK,NONE,COMPLETE,10.0,COMPLETE,10.0,10.0,COMPLETE,f,f,f,HIGH,f,19,14,f,f,67,0,0,flash_player linux_kernel windows mac_os_x,linux adobe microsoft apple,REDHAT SECUNIA XF BID SECTRACK CONFIRM SUSE GENTOO, Patch Vendor Advisory,"Adobe Flash Player before 13.0.269 and 14.x through 16.x before 16.0.305 on Windows and OS X and before 11.2.202.442 on Linux allows attackers to execute arbitrary code or cause a denial of service (memory corruption) via unspecified vectors, a different vulnerability than CVE-2015-0314, CVE-2015-0316, CVE-2015-0318, CVE-2015-0329, and CVE-2015-0330.",0.0,0.0930618901099297,0.0,0.14388971989052537,0.0,0.295731189303082,0.0,0.0,0.6515475542094136,0.0,0.1362759906444687,0.0,0.0,0.12020795642231548,0.0,0.0,0.0,0.0,0.05837738915041425,0.0,0.0,0.07417911261276594,0.0,0.06182731865153657,0.0,0.0,0.0,0.0,0.07942383026094582,0.07779201362227946,0.0,0.10551247418677574,0.0,0.0,0.0,0.502448119917736,0.0,0.0,0.0816359857039317,0.10268687359917149,0.0,0.0,0.08214646623748499,0.0,0.0,0.0,0.13405630616664935,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.11948063732524272,0.0,0.09775296459080722,0.0,0.0,0.0,0.0,0.11476120058299386,0.0,0.0,0.13196475367673483,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.08006532521486286,0.0,0.0,0.0,0.0,0.09545507072737512,0.0,0.0,0.0,0.0,0.0974903292479407,0.0,0.06652052752098522,0.0,0.10567610208871445,0.0,0.0,0.0
9,2014-12-01,CVE-2015-0322,NVD-CWE-Other,2015-02-06,LOW,NETWORK,NONE,COMPLETE,10.0,COMPLETE,10.0,10.0,COMPLETE,f,f,f,HIGH,f,19,14,f,f,67,0,0,flash_player linux_kernel windows mac_os_x,linux adobe microsoft apple,REDHAT SECUNIA XF BID SECTRACK CONFIRM SUSE GENTOO, Patch Vendor Advisory,"Use-after-free vulnerability in Adobe Flash Player before 13.0.269 and 14.x through 16.x before 16.0.305 on Windows and OS X and before 11.2.202.442 on Linux allows attackers to execute arbitrary code via unspecified vectors, a different vulnerability than CVE-2015-0313, CVE-2015-0315, and CVE-2015-0320.",0.0,0.1224150778110678,0.0,0.18927480664538932,0.0,0.3890094700089662,0.0,0.0,0.5142335565199054,0.0,0.17925958712870574,0.0,0.0,0.15812344152439559,0.0,0.0,0.0,0.0,0.07679053828386018,0.0,0.0,0.0975763745150798,0.0,0.08132862995407787,0.0,0.0,0.0,0.0,0.0,0.10232884147745126,0.0,0.0,0.0,0.0,0.0,0.3965569082452467,0.0,0.0,0.0,0.1350759328761645,0.0,0.0,0.10805675711601528,0.0,0.0,0.0,0.17633977916276716,0.1886596329994869,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.15716671451448352,0.0,0.0,0.0,0.0,0.0,0.0,0.15095869299950718,0.0,0.0,0.17358851803432485,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.12556310533505705,0.17358851803432485,0.0,0.0,0.0,0.12824031648847728,0.0,0.17500430182313292,0.0,0.1390080111706222,0.0,0.0,0.0
